REJECTION_ID,SAMPLE_ID,EVENT_ID,GRAPH_ID,OUTLET_ID,FORECAST_TIME,TARGET_START,TARGET_END,TARGET_VARIABLE,TARGET_COVERAGE,MIN_TARGET_COVERAGE,REASON,SPLIT
R000000437,,B010_F0014,B010,611E2360,2022-06-21 00:00:00,2022-06-21 01:00:00,2022-06-21 06:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000438,,B010_F0014,B010,611E2360,2022-06-21 01:00:00,2022-06-21 02:00:00,2022-06-21 07:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000439,,B010_F0014,B010,611E2360,2022-06-21 02:00:00,2022-06-21 03:00:00,2022-06-21 08:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000440,,B010_F0014,B010,611E2360,2022-06-21 03:00:00,2022-06-21 04:00:00,2022-06-21 09:00:00,WATER_LEVEL,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000441,,B010_F0014,B010,611E2360,2022-06-21 04:00:00,2022-06-21 05:00:00,2022-06-21 10:00:00,WATER_LEVEL,0.1666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000442,,B010_F0014,B010,611E2360,2022-06-21 05:00:00,2022-06-21 06:00:00,2022-06-21 11:00:00,WATER_LEVEL,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000443,,B010_F0014,B010,611E2360,2022-06-21 06:00:00,2022-06-21 07:00:00,2022-06-21 12:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000444,,B010_F0014,B010,611E2360,2022-06-21 07:00:00,2022-06-21 08:00:00,2022-06-21 13:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000445,,B010_F0014,B010,611E2360,2022-06-21 08:00:00,2022-06-21 09:00:00,2022-06-21 14:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000446,,B034_F0007,B034,61711890,2022-06-24 21:00:00,2022-06-24 22:00:00,2022-06-25 03:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000447,,B034_F0007,B034,61711890,2022-06-24 22:00:00,2022-06-24 23:00:00,2022-06-25 04:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000448,,B034_F0007,B034,61711890,2022-06-24 23:00:00,2022-06-25 00:00:00,2022-06-25 05:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000449,,B020_F0011,B020,612E1940,2022-07-06 11:00:00,2022-07-06 12:00:00,2022-07-06 17:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000450,,B020_F0011,B020,612E1940,2022-07-06 12:00:00,2022-07-06 13:00:00,2022-07-06 18:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000451,,B020_F0011,B020,612E1940,2022-07-06 13:00:00,2022-07-06 14:00:00,2022-07-06 19:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000452,,B020_F0011,B020,612E1940,2022-07-06 14:00:00,2022-07-06 15:00:00,2022-07-06 20:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000453,,B020_F0011,B020,612E1940,2022-07-06 15:00:00,2022-07-06 16:00:00,2022-07-06 21:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000454,,B020_F0011,B020,612E1940,2022-07-06 16:00:00,2022-07-06 17:00:00,2022-07-06 22:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000455,,B020_F0011,B020,612E1940,2022-07-06 17:00:00,2022-07-06 18:00:00,2022-07-06 23:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000456,,B020_F0011,B020,612E1940,2022-07-06 18:00:00,2022-07-06 19:00:00,2022-07-07 00:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000457,,B020_F0011,B020,612E1940,2022-07-06 19:00:00,2022-07-06 20:00:00,2022-07-07 01:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000458,,B020_F0011,B020,612E1940,2022-07-06 20:00:00,2022-07-06 21:00:00,2022-07-07 02:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000459,,B020_F0011,B020,612E1940,2022-07-06 21:00:00,2022-07-06 22:00:00,2022-07-07 03:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000460,,B020_F0011,B020,612E1940,2022-07-06 22:00:00,2022-07-06 23:00:00,2022-07-07 04:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000461,,B020_F0011,B020,612E1940,2022-07-06 23:00:00,2022-07-07 00:00:00,2022-07-07 05:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000462,,B020_F0011,B020,612E1940,2022-07-07 00:00:00,2022-07-07 01:00:00,2022-07-07 06:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000463,,B020_F0012,B020,612E1940,2022-07-07 07:00:00,2022-07-07 08:00:00,2022-07-07 13:00:00,FLOW,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000464,,B020_F0012,B020,612E1940,2022-07-07 08:00:00,2022-07-07 09:00:00,2022-07-07 14:00:00,FLOW,0.1666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000465,,B020_F0012,B020,612E1940,2022-07-07 09:00:00,2022-07-07 10:00:00,2022-07-07 15:00:00,FLOW,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000466,,B020_F0012,B020,612E1940,2022-07-07 10:00:00,2022-07-07 11:00:00,2022-07-07 16:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000467,,B020_F0012,B020,612E1940,2022-07-07 11:00:00,2022-07-07 12:00:00,2022-07-07 17:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000468,,B020_F0012,B020,612E1940,2022-07-07 15:00:00,2022-07-07 16:00:00,2022-07-07 21:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000469,,B020_F0012,B020,612E1940,2022-07-07 16:00:00,2022-07-07 17:00:00,2022-07-07 22:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000470,,B020_F0012,B020,612E1940,2022-07-07 17:00:00,2022-07-07 18:00:00,2022-07-07 23:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000471,,B020_F0012,B020,612E1940,2022-07-07 18:00:00,2022-07-07 19:00:00,2022-07-08 00:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000472,,B020_F0012,B020,612E1940,2022-07-07 19:00:00,2022-07-07 20:00:00,2022-07-08 01:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000473,,B020_F0012,B020,612E1940,2022-07-07 20:00:00,2022-07-07 21:00:00,2022-07-08 02:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000474,,B020_F0012,B020,612E1940,2022-07-08 01:00:00,2022-07-08 02:00:00,2022-07-08 07:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000475,,B013_F0005,B013,611E2820,2022-07-18 20:00:00,2022-07-18 21:00:00,2022-07-19 02:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000476,,B013_F0005,B013,611E2820,2022-07-18 21:00:00,2022-07-18 22:00:00,2022-07-19 03:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000477,,B013_F0005,B013,611E2820,2022-07-18 22:00:00,2022-07-18 23:00:00,2022-07-19 04:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000478,,B013_F0005,B013,611E2820,2022-07-18 23:00:00,2022-07-19 00:00:00,2022-07-19 05:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000479,,B013_F0005,B013,611E2820,2022-07-19 00:00:00,2022-07-19 01:00:00,2022-07-19 06:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000480,,B013_F0005,B013,611E2820,2022-07-19 01:00:00,2022-07-19 02:00:00,2022-07-19 07:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000481,,B006_F0014,B006,61116100,2022-07-18 20:00:00,2022-07-18 21:00:00,2022-07-19 02:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000482,,B006_F0014,B006,61116100,2022-07-18 21:00:00,2022-07-18 22:00:00,2022-07-19 03:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000483,,B006_F0014,B006,61116100,2022-07-18 22:00:00,2022-07-18 23:00:00,2022-07-19 04:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000484,,B006_F0014,B006,61116100,2022-07-18 23:00:00,2022-07-19 00:00:00,2022-07-19 05:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000485,,B006_F0014,B006,61116100,2022-07-19 00:00:00,2022-07-19 01:00:00,2022-07-19 06:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000486,,B006_F0014,B006,61116100,2022-07-19 01:00:00,2022-07-19 02:00:00,2022-07-19 07:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000487,,B033_F0011,B033,61510100,2022-07-18 20:00:00,2022-07-18 21:00:00,2022-07-19 02:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000488,,B033_F0011,B033,61510100,2022-07-18 21:00:00,2022-07-18 22:00:00,2022-07-19 03:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000489,,B033_F0011,B033,61510100,2022-07-18 22:00:00,2022-07-18 23:00:00,2022-07-19 04:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000490,,B033_F0011,B033,61510100,2022-07-18 23:00:00,2022-07-19 00:00:00,2022-07-19 05:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000491,,B033_F0011,B033,61510100,2022-07-19 00:00:00,2022-07-19 01:00:00,2022-07-19 06:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000492,,B033_F0011,B033,61510100,2022-07-19 01:00:00,2022-07-19 02:00:00,2022-07-19 07:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000493,,B004_F0006,B004,61110900,2022-08-08 06:00:00,2022-08-08 07:00:00,2022-08-08 12:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000494,,B004_F0006,B004,61110900,2022-08-08 07:00:00,2022-08-08 08:00:00,2022-08-08 13:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000495,,B004_F0006,B004,61110900,2022-08-08 08:00:00,2022-08-08 09:00:00,2022-08-08 14:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000496,,B004_F0006,B004,61110900,2022-08-08 09:00:00,2022-08-08 10:00:00,2022-08-08 15:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000497,,B004_F0006,B004,61110900,2022-08-08 10:00:00,2022-08-08 11:00:00,2022-08-08 16:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000498,,B003_F0018,B003,61109600,2023-01-09 01:00:00,2023-01-09 02:00:00,2023-01-09 07:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000499,,B003_F0018,B003,61109600,2023-01-09 02:00:00,2023-01-09 03:00:00,2023-01-09 08:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000500,,B003_F0018,B003,61109600,2023-01-09 03:00:00,2023-01-09 04:00:00,2023-01-09 09:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000501,,B003_F0018,B003,61109600,2023-01-09 04:00:00,2023-01-09 05:00:00,2023-01-09 10:00:00,FLOW,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000502,,B003_F0018,B003,61109600,2023-01-09 05:00:00,2023-01-09 06:00:00,2023-01-09 11:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000503,,B003_F0018,B003,61109600,2023-01-09 06:00:00,2023-01-09 07:00:00,2023-01-09 12:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000504,,B003_F0018,B003,61109600,2023-01-10 09:00:00,2023-01-10 10:00:00,2023-01-10 15:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000505,,B006_F0016,B006,61116100,2023-02-14 20:00:00,2023-02-14 21:00:00,2023-02-15 02:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000506,,B006_F0016,B006,61116100,2023-02-14 21:00:00,2023-02-14 22:00:00,2023-02-15 03:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000507,,B006_F0016,B006,61116100,2023-02-14 22:00:00,2023-02-14 23:00:00,2023-02-15 04:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000508,,B006_F0016,B006,61116100,2023-02-14 23:00:00,2023-02-15 00:00:00,2023-02-15 05:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000509,,B006_F0016,B006,61116100,2023-02-15 01:00:00,2023-02-15 02:00:00,2023-02-15 07:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000510,,B006_F0016,B006,61116100,2023-02-15 06:00:00,2023-02-15 07:00:00,2023-02-15 12:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000511,,B024_F0012,B024,613E1540,2023-03-17 19:00:00,2023-03-17 20:00:00,2023-03-18 01:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000512,,B024_F0012,B024,613E1540,2023-03-17 20:00:00,2023-03-17 21:00:00,2023-03-18 02:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000513,,B024_F0012,B024,613E1540,2023-03-17 21:00:00,2023-03-17 22:00:00,2023-03-18 03:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000514,,B001_F0004,B001,61105000,2023-03-28 07:00:00,2023-03-28 08:00:00,2023-03-28 13:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000515,,B001_F0004,B001,61105000,2023-03-28 08:00:00,2023-03-28 09:00:00,2023-03-28 14:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000516,,B001_F0004,B001,61105000,2023-03-28 09:00:00,2023-03-28 10:00:00,2023-03-28 15:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000517,,B020_F0013,B020,612E1940,2023-04-15 05:00:00,2023-04-15 06:00:00,2023-04-15 11:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000518,,B020_F0013,B020,612E1940,2023-04-15 06:00:00,2023-04-15 07:00:00,2023-04-15 12:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000519,,B020_F0013,B020,612E1940,2023-04-15 07:00:00,2023-04-15 08:00:00,2023-04-15 13:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000520,,B020_F0013,B020,612E1940,2023-04-15 08:00:00,2023-04-15 09:00:00,2023-04-15 14:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000521,,B020_F0013,B020,612E1940,2023-04-15 09:00:00,2023-04-15 10:00:00,2023-04-15 15:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000522,,B019_F0014,B019,612E1060,2023-04-14 06:00:00,2023-04-14 07:00:00,2023-04-14 12:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000523,,B019_F0014,B019,612E1060,2023-04-14 07:00:00,2023-04-14 08:00:00,2023-04-14 13:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000524,,B019_F0014,B019,612E1060,2023-04-14 08:00:00,2023-04-14 09:00:00,2023-04-14 14:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000525,,B019_F0014,B019,612E1060,2023-04-14 18:00:00,2023-04-14 19:00:00,2023-04-15 00:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000526,,B019_F0014,B019,612E1060,2023-04-14 19:00:00,2023-04-14 20:00:00,2023-04-15 01:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000527,,B019_F0014,B019,612E1060,2023-04-14 20:00:00,2023-04-14 21:00:00,2023-04-15 02:00:00,WATER_LEVEL,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000528,,B019_F0014,B019,612E1060,2023-04-14 21:00:00,2023-04-14 22:00:00,2023-04-15 03:00:00,WATER_LEVEL,0.1666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000529,,B019_F0014,B019,612E1060,2023-04-14 22:00:00,2023-04-14 23:00:00,2023-04-15 04:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000530,,B019_F0014,B019,612E1060,2023-04-14 23:00:00,2023-04-15 00:00:00,2023-04-15 05:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000531,,B019_F0014,B019,612E1060,2023-04-15 00:00:00,2023-04-15 01:00:00,2023-04-15 06:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000532,,B019_F0014,B019,612E1060,2023-04-15 01:00:00,2023-04-15 02:00:00,2023-04-15 07:00:00,WATER_LEVEL,0.1666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000533,,B019_F0014,B019,612E1060,2023-04-15 02:00:00,2023-04-15 03:00:00,2023-04-15 08:00:00,WATER_LEVEL,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000534,,B019_F0014,B019,612E1060,2023-04-15 03:00:00,2023-04-15 04:00:00,2023-04-15 09:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000535,,B019_F0014,B019,612E1060,2023-04-15 04:00:00,2023-04-15 05:00:00,2023-04-15 10:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000536,,B028_F0008,B028,613G1535,2023-04-19 15:00:00,2023-04-19 16:00:00,2023-04-19 21:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000537,,B028_F0008,B028,613G1535,2023-04-19 16:00:00,2023-04-19 17:00:00,2023-04-19 22:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000538,,B028_F0008,B028,613G1535,2023-04-19 17:00:00,2023-04-19 18:00:00,2023-04-19 23:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000539,,B024_F0013,B024,613E1540,2023-04-22 15:00:00,2023-04-22 16:00:00,2023-04-22 21:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000540,,B010_F0016,B010,611E2360,2023-04-22 16:00:00,2023-04-22 17:00:00,2023-04-22 22:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000541,,B010_F0016,B010,611E2360,2023-04-22 17:00:00,2023-04-22 18:00:00,2023-04-22 23:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000542,,B010_F0016,B010,611E2360,2023-04-22 18:00:00,2023-04-22 19:00:00,2023-04-23 00:00:00,WATER_LEVEL,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000543,,B010_F0016,B010,611E2360,2023-04-22 19:00:00,2023-04-22 20:00:00,2023-04-23 01:00:00,WATER_LEVEL,0.1666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000544,,B010_F0016,B010,611E2360,2023-04-22 20:00:00,2023-04-22 21:00:00,2023-04-23 02:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000545,,B010_F0016,B010,611E2360,2023-04-22 21:00:00,2023-04-22 22:00:00,2023-04-23 03:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000546,,B010_F0016,B010,611E2360,2023-04-22 22:00:00,2023-04-22 23:00:00,2023-04-23 04:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000547,,B010_F0016,B010,611E2360,2023-04-22 23:00:00,2023-04-23 00:00:00,2023-04-23 05:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000548,,B010_F0016,B010,611E2360,2023-04-23 00:00:00,2023-04-23 01:00:00,2023-04-23 06:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000549,,B010_F0016,B010,611E2360,2023-04-23 01:00:00,2023-04-23 02:00:00,2023-04-23 07:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000550,,B010_F0016,B010,611E2360,2023-04-23 02:00:00,2023-04-23 03:00:00,2023-04-23 08:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000551,,B010_F0016,B010,611E2360,2023-04-23 03:00:00,2023-04-23 04:00:00,2023-04-23 09:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000552,,B010_F0016,B010,611E2360,2023-04-23 04:00:00,2023-04-23 05:00:00,2023-04-23 10:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000553,,B010_F0016,B010,611E2360,2023-04-23 05:00:00,2023-04-23 06:00:00,2023-04-23 11:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000554,,B010_F0016,B010,611E2360,2023-04-23 06:00:00,2023-04-23 07:00:00,2023-04-23 12:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000555,,B010_F0016,B010,611E2360,2023-04-23 07:00:00,2023-04-23 08:00:00,2023-04-23 13:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000556,,B010_F0016,B010,611E2360,2023-04-23 08:00:00,2023-04-23 09:00:00,2023-04-23 14:00:00,WATER_LEVEL,0,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000557,,B010_F0016,B010,611E2360,2023-04-23 09:00:00,2023-04-23 10:00:00,2023-04-23 15:00:00,WATER_LEVEL,0.1666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000558,,B010_F0016,B010,611E2360,2023-04-23 10:00:00,2023-04-23 11:00:00,2023-04-23 16:00:00,WATER_LEVEL,0.3333333333,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000559,,B010_F0016,B010,611E2360,2023-04-23 11:00:00,2023-04-23 12:00:00,2023-04-23 17:00:00,WATER_LEVEL,0.5,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000560,,B010_F0016,B010,611E2360,2023-04-23 12:00:00,2023-04-23 13:00:00,2023-04-23 18:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000561,,B028_F0009,B028,613G1535,2023-05-21 00:00:00,2023-05-21 01:00:00,2023-05-21 06:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000562,,B028_F0009,B028,613G1535,2023-05-21 01:00:00,2023-05-21 02:00:00,2023-05-21 07:00:00,WATER_LEVEL,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000563,,B007_F0014,B007,611E0470,2023-05-22 03:00:00,2023-05-22 04:00:00,2023-05-22 09:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
R000000564,,B007_F0014,B007,611E0470,2023-05-22 04:00:00,2023-05-22 05:00:00,2023-05-22 10:00:00,FLOW,0.6666666667,0.8,TARGET_COVERAGE_BELOW_THRESHOLD,TRAIN
